^SPX (Standard & Poors 500 Index),2933.68,0.0001
Apr 24 2019 @ 05:45 ET,Bid,2904.86,Ask,2953.74,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
04/24/2019,SPXW190424C02300000,0,0,632.1,636.3,0,2.251,0.999,0,0,2300.000,SPXW190424P02300000,0,0,0,0.05,0,2.0756,-0.0004,0,14
04/24/2019,SPXW190424C02325000,0,0,607.1,611.3,0,2.167,0.9989,0,0,2325.000,SPXW190424P02325000,0,0,0,0.05,0,2.001,-0.0005,0,0
04/24/2019,SPXW190424C02350000,0,0,582.1,586.3,0,2.0635,0.9989,0,0,2350.000,SPXW190424P02350000,0,0,0,0.05,0,1.9125,-0.0005,0,16
04/24/2019,SPXW190424C02375000,0,0,557.1,561.3,0,1.9698,0.9989,0,0,2375.000,SPXW190424P02375000,0,0,0,0.05,0,1.819,-0.0005,0,22
04/24/2019,SPXW190424C02400000,0,0,532.1,536.3,0,1.884,0.9988,0,1,2400.000,SPXW190424P02400000,0,0,0,0.05,0,1.7435,-0.0005,0,5574
04/24/2019,SPXW190424C02425000,0,0,507.1,511.3,0,1.7901,0.9987,0,1,2425.000,SPXW190424P02425000,0,0,0,0.05,0,1.6416,-0.0005,0,1064
04/24/2019,SPXW190424C02450000,0,0,482.1,486.3,0,1.6985,0.9987,0,0,2450.000,SPXW190424P02450000,0,0,0,0.05,0,1.5635,-0.0005,0,121
04/24/2019,SPXW190424C02460000,0,0,472.1,476.3,0,1.6636,0.9987,0,0,2460.000,SPXW190424P02460000,0,0,0,0.05,0,1.5426,-0.0006,0,1
04/24/2019,SPXW190424C02470000,0,0,462.1,466.3,0,1.625,0.9987,0,0,2470.000,SPXW190424P02470000,0,0,0,0.05,0,1.501,-0.0006,0,200
04/24/2019,SPXW190424C02475000,0,0,457.1,461.3,0,1.6151,0.9986,0,0,2475.000,SPXW190424P02475000,0,0,0,0.05,0,1.4854,-0.0006,0,8
04/24/2019,SPXW190424C02480000,0,0,452.1,456.3,0,1.5928,0.9986,0,0,2480.000,SPXW190424P02480000,0,0,0,0.05,0,1.4697,-0.0006,0,0
04/24/2019,SPXW190424C02490000,0,0,442.1,446.3,0,1.5576,0.9986,0,0,2490.000,SPXW190424P02490000,0,0,0,0.05,0,1.4385,-0.0006,0,0
04/24/2019,SPXW190424C02500000,0,0,432.1,436.3,0,1.5235,0.9986,0,1,2500.000,SPXW190424P02500000,0,0,0,0.05,0,1.4049,-0.0006,0,1013
04/24/2019,SPXW190424C02510000,0,0,422.1,426.3,0,1.4825,0.9986,0,0,2510.000,SPXW190424P02510000,0,0,0,0.05,0,1.376,-0.0007,0,204
04/24/2019,SPXW190424C02520000,0,0,412.1,416.3,0,1.4515,0.9985,0,0,2520.000,SPXW190424P02520000,0,0,0,0.05,0,1.3436,-0.0007,0,79
04/24/2019,SPXW190424C02525000,0,0,407.1,411.3,0,1.4323,0.9985,0,0,2525.000,SPXW190424P02525000,0,0,0,0.05,0,1.326,-0.0007,0,68
04/24/2019,SPXW190424C02530000,0,0,402.1,406.3,0,1.4152,0.9985,0,0,2530.000,SPXW190424P02530000,0,0,0,0.05,0,1.3135,-0.0007,0,52
04/24/2019,SPXW190424C02540000,0,0,392.1,396.3,0,1.3805,0.9985,0,0,2540.000,SPXW190424P02540000,0,0,0,0.05,0,1.2725,-0.0007,0,19
04/24/2019,SPXW190424C02550000,369.63,11.48,382.1,386.3,3,1.3452,0.9984,0,3,2550.000,SPXW190424P02550000,0,0,0,0.05,0,1.251,-0.0007,0,11
04/24/2019,SPXW190424C02560000,0,0,372.1,376.3,0,1.3091,0.9984,0,0,2560.000,SPXW190424P02560000,0,0,0,0.05,0,1.2145,-0.0007,0,46
04/24/2019,SPXW190424C02570000,0,0,362.1,366.3,0,1.2746,0.9984,0,0,2570.000,SPXW190424P02570000,0,0,0,0.05,0,1.1729,-0.0007,0,1
04/24/2019,SPXW190424C02575000,0,0,357.1,361.3,0,1.257,0.9984,0,0,2575.000,SPXW190424P02575000,0,0,0,0.05,0,1.1603,-0.0007,0,714
04/24/2019,SPXW190424C02580000,0,0,352.1,356.3,0,1.2411,0.9983,0,0,2580.000,SPXW190424P02580000,0,0,0,0.05,0,1.1467,-0.0008,0,306
04/24/2019,SPXW190424C02590000,0,0,342.1,346.3,0,1.2047,0.9983,0,0,2590.000,SPXW190424P02590000,0,0,0,0.05,0,1.1104,-0.0007,0,736
04/24/2019,SPXW190424C02595000,0,0,337.1,341.3,0,1.1885,0.9983,0,0,2595.000,SPXW190424P02595000,0,0,0,0.05,0,1.0947,-0.0008,0,27
04/24/2019,SPXW190424C02600000,0,0,332.1,336.3,0,1.1709,0.9983,0,0,2600.000,SPXW190424P02600000,0,0,0,0.05,0,1.0867,-0.0008,0,89
04/24/2019,SPXW190424C02605000,0,0,327.1,331.3,0,1.1522,0.9983,0,0,2605.000,SPXW190424P02605000,0,0,0,0.05,0,1.0635,-0.0008,0,211
04/24/2019,SPXW190424C02610000,0,0,322.1,326.3,0,1.1396,0.9982,0,13,2610.000,SPXW190424P02610000,0,0,0,0.05,0,1.0479,-0.0008,0,476
04/24/2019,SPXW190424C02615000,0,0,317.1,321.3,0,1.1182,0.9982,0,0,2615.000,SPXW190424P02615000,0,0,0,0.05,0,1.0322,-0.0008,0,601
04/24/2019,SPXW190424C02620000,0,0,312.1,316.3,0,1.1017,0.9982,0,0,2620.000,SPXW190424P02620000,0,0,0,0.05,0,1.0237,-0.0009,0,1732
04/24/2019,SPXW190424C02625000,0,0,307.1,311.3,0,1.0864,0.9981,0.0001,0,2625.000,SPXW190424P02625000,0,0,0,0.05,0,1.001,-0.0008,0,794
04/24/2019,SPXW190424C02630000,0,0,302.1,306.3,0,1.0635,0.9982,0.0001,0,2630.000,SPXW190424P02630000,0,0,0,0.05,0,0.9854,-0.0008,0,253
04/24/2019,SPXW190424C02635000,284,10.85,297.1,301.3,3,1.0479,0.9982,0.0001,33,2635.000,SPXW190424P02635000,0,0,0,0.05,0,0.9697,-0.0009,0,370
04/24/2019,SPXW190424C02640000,278.3,10.15,292.1,296.3,3,1.0347,0.9981,0.0001,0,2640.000,SPXW190424P02640000,0,0,0,0.05,0,0.96,-0.0009,0,759
04/24/2019,SPXW190424C02645000,0,0,287.1,291.3,0,1.0191,0.998,0.0001,0,2645.000,SPXW190424P02645000,0,0,0,0.05,0,0.9369,-0.0009,0,1173
04/24/2019,SPXW190424C02650000,0,0,282.1,286.3,0,1.001,0.998,0.0001,0,2650.000,SPXW190424P02650000,0,0,0,0.05,0,0.9267,-0.0009,0,309
04/24/2019,SPXW190424C02655000,0,0,277.1,281.3,0,0.9817,0.998,0.0001,0,2655.000,SPXW190424P02655000,0,0,0,0.05,0,0.908,-0.0009,0,295
04/24/2019,SPXW190424C02660000,0,0,272.1,276.3,0,0.9675,0.9979,0.0001,0,2660.000,SPXW190424P02660000,0,0,0,0.05,0,0.8891,-0.0009,0,832
04/24/2019,SPXW190424C02665000,0,0,267.1,271.3,0,1.6238,0.9525,0.0006,0,2665.000,SPXW190424P02665000,0,0,0,0.05,0,0.8789,-0.001,0,86
04/24/2019,SPXW190424C02670000,0,0,262.1,266.3,0,0.9272,0.998,0.0001,0,2670.000,SPXW190424P02670000,0.05,0.025,0,0.05,10,0.8642,-0.001,0,3363
04/24/2019,SPXW190424C02675000,243.9,11.3,257.1,261.3,3,0.9132,0.9979,0.0001,3,2675.000,SPXW190424P02675000,0,0,0,0.05,0,0.8484,-0.001,0,2406
04/24/2019,SPXW190424C02680000,0,0,252.1,256.3,0,0.895,0.9979,0.0001,0,2680.000,SPXW190424P02680000,0,0,0,0.05,0,0.8326,-0.0011,0,131
04/24/2019,SPXW190424C02685000,0,0,247.1,251.3,0,0.876,0.9979,0.0001,0,2685.000,SPXW190424P02685000,0,0,0,0.05,0,0.8167,-0.0011,0,1118
04/24/2019,SPXW190424C02690000,0,0,242.1,246.3,0,0.8604,0.9978,0.0001,0,2690.000,SPXW190424P02690000,0,0,0,0.05,0,0.8009,-0.0011,0,2552
04/24/2019,SPXW190424C02695000,0,0,237.1,241.3,0,0.8447,0.9978,0.0001,0,2695.000,SPXW190424P02695000,0,0,0,0.05,0,0.7844,-0.0011,0,101
04/24/2019,SPXW190424C02700000,0,0,232.1,236.3,0,0.8305,0.9977,0.0001,3,2700.000,SPXW190424P02700000,0,0,0,0.05,0,0.7686,-0.0011,0,6413
04/24/2019,SPXW190424C02705000,0,0,227.1,231.3,0,0.8135,0.9976,0.0001,0,2705.000,SPXW190424P02705000,0,0,0,0.05,0,0.7528,-0.0011,0,401
04/24/2019,SPXW190424C02710000,0,0,222.1,226.3,0,0.7946,0.9976,0.0001,0,2710.000,SPXW190424P02710000,0,0,0,0.05,0,0.7371,-0.0012,0.0001,1341
04/24/2019,SPXW190424C02715000,0,0,217.1,221.3,0,0.7791,0.9976,0.0001,1,2715.000,SPXW190424P02715000,0,0,0,0.05,0,0.7213,-0.0012,0.0001,218
04/24/2019,SPXW190424C02720000,0,0,212.1,216.3,0,0.7592,0.9976,0.0001,0,2720.000,SPXW190424P02720000,0,0,0,0.05,0,0.6994,-0.0011,0.0001,175
04/24/2019,SPXW190424C02725000,0,0,207.1,211.3,0,0.7432,0.9975,0.0001,0,2725.000,SPXW190424P02725000,0.04,-0.01,0,0.05,3,0.6842,-0.0011,0.0001,2451
04/24/2019,SPXW190424C02730000,0,0,202.1,206.3,0,0.7267,0.9975,0.0001,0,2730.000,SPXW190424P02730000,0,0,0,0.05,0,0.669,-0.0012,0.0001,1691
04/24/2019,SPXW190424C02735000,0,0,197.1,201.3,0,0.7077,0.9975,0.0001,0,2735.000,SPXW190424P02735000,0.05,0,0,0.05,3,0.6531,-0.0012,0.0001,233
04/24/2019,SPXW190424C02740000,178.4,10.45,192.1,196.3,3,0.6934,0.9974,0.0001,1,2740.000,SPXW190424P02740000,0.05,0,0,0.05,56,0.6381,-0.0012,0.0001,219
04/24/2019,SPXW190424C02745000,0,0,187.1,191.3,0,0.6729,0.9974,0.0001,1,2745.000,SPXW190424P02745000,0.05,0,0,0.05,89,0.6229,-0.0013,0.0001,129
04/24/2019,SPXW190424C02750000,169.72,11.77,182.1,186.3,5,0.6572,0.9973,0.0001,6,2750.000,SPXW190424P02750000,0.05,-0.025,0,0.05,7,0.6079,-0.0013,0.0001,1666
04/24/2019,SPXW190424C02755000,0,0,177.1,181.3,0,0.6403,0.9973,0.0001,25,2755.000,SPXW190424P02755000,0.05,-0.025,0,0.05,19,0.5928,-0.0014,0.0001,598
04/24/2019,SPXW190424C02760000,0,0,172.1,176.3,0,0.626,0.9971,0.0001,5,2760.000,SPXW190424P02760000,0.03,-0.045,0,0.05,51,0.5776,-0.0014,0.0001,875
04/24/2019,SPXW190424C02765000,0,0,167.1,171.3,0,0.6088,0.9971,0.0001,1,2765.000,SPXW190424P02765000,0.05,-0.025,0,0.05,164,0.5624,-0.0015,0.0001,1007
04/24/2019,SPXW190424C02770000,0,0,162.1,166.3,0,0.5908,0.997,0.0001,3,2770.000,SPXW190424P02770000,0.05,-0.025,0,0.05,1798,0.5479,-0.0015,0.0001,5145
04/24/2019,SPXW190424C02775000,157.81,24.86,157.1,161.3,1,0.574,0.997,0.0002,7,2775.000,SPXW190424P02775000,0.05,-0.075,0,0.05,5004,0.5316,-0.0015,0.0001,6958
04/24/2019,SPXW190424C02780000,0,0,152.1,156.3,0,0.5557,0.9969,0.0002,0,2780.000,SPXW190424P02780000,0.05,-0.075,0,0.05,978,0.5166,-0.0016,0.0001,1790
04/24/2019,SPXW190424C02785000,0,0,147.1,151.3,0,0.5381,0.9969,0.0002,1,2785.000,SPXW190424P02785000,0.05,-0.05,0,0.1,345,0.5349,-0.003,0.0002,474
04/24/2019,SPXW190424C02790000,143.13,25.48,142.4,146.3,5,0.608,0.9905,0.0004,6,2790.000,SPXW190424P02790000,0.05,-0.05,0,0.1,2100,0.5182,-0.0031,0.0002,2835
04/24/2019,SPXW190424C02795000,115.76,2.76,137.4,141.3,2,0.5883,0.9903,0.0004,20,2795.000,SPXW190424P02795000,0.05,-0.05,0,0.1,63,0.5017,-0.0032,0.0002,822
04/24/2019,SPXW190424C02800000,133.35,25.35,132.4,136.4,19,0.5867,0.988,0.0005,30,2800.000,SPXW190424P02800000,0.05,-0.05,0,0.1,225,0.485,-0.0033,0.0002,4869
04/24/2019,SPXW190424C02805000,0,0,127.4,131.4,0,0.5671,0.9876,0.0005,8,2805.000,SPXW190424P02805000,0.07,-0.03,0,0.1,19,0.4683,-0.0034,0.0002,584
04/24/2019,SPXW190424C02810000,123.15,25.15,122.4,126.4,4,0.5475,0.9872,0.0006,17,2810.000,SPXW190424P02810000,0.05,-0.025,0.05,0.1,42,0.4706,-0.0048,0.0003,2813
04/24/2019,SPXW190424C02815000,0,0,117.4,121.4,0,0.5278,0.9868,0.0006,10,2815.000,SPXW190424P02815000,0.08,-0.02,0,0.1,4,0.4348,-0.0036,0.0002,759
04/24/2019,SPXW190424C02820000,0,0,112.4,116.4,0,0.5081,0.9864,0.0007,86,2820.000,SPXW190424P02820000,0.1,-0.025,0,0.1,15,0.418,-0.0037,0.0003,1141
04/24/2019,SPXW190424C02825000,92.55,9.7,107.4,111.4,21,0.4884,0.9859,0.0007,952,2825.000,SPXW190424P02825000,0.05,-0.075,0,0.1,298,0.4011,-0.0039,0.0003,2060
04/24/2019,SPXW190424C02830000,98.9,20.85,102.4,106.4,1,0.4687,0.9854,0.0008,50,2830.000,SPXW190424P02830000,0.1,-0.05,0,0.1,46,0.3843,-0.004,0.0003,1376
04/24/2019,SPXW190424C02835000,0,0,97.4,101.4,0,0.4483,0.9849,0.0008,98,2835.000,SPXW190424P02835000,0.1,-0.1,0,0.1,32,0.3368,-0.0041,0.0003,2225
04/24/2019,SPXW190424C02840000,74.45,6.4,92.4,96.4,1,0.4285,0.9843,0.0009,172,2840.000,SPXW190424P02840000,0.1,-0.1,0,0.15,1749,0.3653,-0.0059,0.0004,2666
04/24/2019,SPXW190424C02845000,75.39,12.39,87.1,91.4,4,0.3626,0.9918,0.0006,51,2845.000,SPXW190424P02845000,0.1,-0.15,0,0.15,1267,0.3479,-0.0062,0.0005,1849
04/24/2019,SPXW190424C02850000,79,20.85,82.1,86.4,1,0.3441,0.9915,0.0006,122,2850.000,SPXW190424P02850000,0.1,-0.2,0,0.15,1825,0.3303,-0.0065,0.0005,2306
04/24/2019,SPXW190424C02855000,76.53,23.43,77.1,81.4,6,0.3264,0.991,0.0007,65,2855.000,SPXW190424P02855000,0.1,-0.3,0,0.15,344,0.3127,-0.0069,0.0006,1243
04/24/2019,SPXW190424C02860000,75.2,26.9,72.2,76.4,49,0.3243,0.9871,0.001,93,2860.000,SPXW190424P02860000,0.1,-0.375,0,0.15,1236,0.2951,-0.0073,0.0007,4295
04/24/2019,SPXW190424C02865000,70.07,26.77,67.2,71.4,18,0.3049,0.9864,0.0011,101,2865.000,SPXW190424P02865000,0.1,-0.5,0,0.15,977,0.2771,-0.0077,0.0007,1381
04/24/2019,SPXW190424C02870000,63.15,24.55,62.2,66.4,31,0.2854,0.9856,0.0012,88,2870.000,SPXW190424P02870000,0.15,-0.6,0,0.15,2968,0.2593,-0.0082,0.0008,2072
04/24/2019,SPXW190424C02875000,58.73,25.03,57.2,61.4,29,0.2665,0.9845,0.0014,1639,2875.000,SPXW190424P02875000,0.15,-0.875,0.05,0.2,4161,0.2589,-0.0133,0.0013,3441
04/24/2019,SPXW190424C02880000,55,25.45,52.5,56.4,153,0.2742,0.9725,0.0022,456,2880.000,SPXW190424P02880000,0.2,-0.05,0.05,0.2,2426,0.2391,-0.0141,0.0014,2076
04/24/2019,SPXW190424C02885000,50,25.35,47.2,51.5,23,0.2362,0.9782,0.0021,219,2885.000,SPXW190424P02885000,0.2,-1.625,0.05,0.2,4065,0.22,-0.0153,0.0017,2243
04/24/2019,SPXW190424C02890000,43.9,23.55,42.3,46.5,108,0.2239,0.972,0.0028,495,2890.000,SPXW190424P02890000,0.25,-2.275,0.1,0.25,4570,0.2112,-0.0216,0.0023,2307
04/24/2019,SPXW190424C02895000,38.45,22.05,37.6,41.5,124,0.2204,0.9574,0.004,154,2895.000,SPXW190424P02895000,0.3,-0.225,0.1,0.3,5200,0.1946,-0.026,0.003,3387
04/24/2019,SPXW190424C02900000,33.8,21.05,32.4,36.6,782,0.192,0.9573,0.0045,1535,2900.000,SPXW190424P02900000,0.3,-0.1,0.15,0.4,6533,0.1833,-0.0361,0.0041,3014
04/24/2019,SPXW190424C02905000,30.2,20.6,27.6,31.7,788,0.182,0.9392,0.0063,904,2905.000,SPXW190424P02905000,0.49,-6.16,0.25,0.5,5283,0.1711,-0.0501,0.0058,2430
04/24/2019,SPXW190424C02910000,24.1,17.2,22.8,26.8,3122,0.1674,0.9183,0.0087,3578,2910.000,SPXW190424P02910000,0.7,-8.35,0.4,0.7,7004,0.1611,-0.0734,0.0083,2781
04/24/2019,SPXW190424C02915000,21.04,16.29,18.2,22.1,2107,0.1588,0.8778,0.0122,2343,2915.000,SPXW190424P02915000,0.95,-10.95,0.6,1.05,5747,0.1503,-0.109,0.012,2366
04/24/2019,SPXW190424C02920000,17,-1.9,14,17.4,3817,0.1503,0.8183,0.0169,2025,2920.000,SPXW190424P02920000,1.35,-13.9,1.05,1.6,5480,0.1421,-0.1679,0.017,1843
04/24/2019,SPXW190424C02925000,12.02,10.045,10,13,8946,0.1402,0.7357,0.0224,8700,2925.000,SPXW190424P02925000,2.35,-16.9,1.75,2.55,4379,0.1345,-0.2553,0.023,1365
04/24/2019,SPXW190424C02930000,8.8,-1.15,6.5,9,7678,0.1306,0.6208,0.028,3557,2930.000,SPXW190424P02930000,3.6,-19.95,3,4,4724,0.1283,-0.3769,0.0285,2588
04/24/2019,SPXW190424C02935000,5.9,5.175,4,5.4,8171,0.1231,0.4744,0.0311,2943,2935.000,SPXW190424P02935000,5.85,-22.1,4.7,6.4,5693,0.1232,-0.5255,0.0311,1513
04/24/2019,SPXW190424C02940000,3.6,3.2,2.2,3.1,9679,0.1215,0.3226,0.0284,3432,2940.000,SPXW190424P02940000,8.78,-23.92,7,9.8,1593,0.1186,-0.6811,0.0289,563
04/24/2019,SPXW190424C02945000,1.7,1.45,1.05,1.65,7696,0.1207,0.1946,0.0219,2431,2945.000,SPXW190424P02945000,12.28,-25.12,10.4,13.9,94,0.1187,-0.8088,0.022,40
04/24/2019,SPXW190424C02950000,0.95,0.8,0.45,0.85,7912,0.122,0.1068,0.0145,3563,2950.000,SPXW190424P02950000,17.24,-25.31,14.5,18.3,13,0.1165,-0.9033,0.0141,19
04/24/2019,SPXW190424C02955000,0.45,0.35,0.15,0.4,6205,0.1219,0.0515,0.0083,4573,2955.000,SPXW190424P02955000,21.08,-26.12,19,23.1,1,0.1148,-0.9586,0.0074,1
04/24/2019,SPXW190424C02960000,0.2,0.15,0.05,0.2,4723,0.1261,0.0254,0.0045,2987,2960.000,SPXW190424P02960000,27.3,-24.8,23.8,28,157,0.1106,-0.9872,0.0029,97
04/24/2019,SPXW190424C02965000,0.1,0.05,0.05,0.15,1384,0.1415,0.019,0.0031,2359,2965.000,SPXW190424P02965000,0,0,28.7,32.9,0,0,-0.9711,0.0036,0
04/24/2019,SPXW190424C02970000,0.05,0.025,0,0.1,1243,0.1457,0.0096,0.0017,1207,2970.000,SPXW190424P02970000,34.6,-27.55,33.7,37.9,1,0,-0.9737,0.003,1
04/24/2019,SPXW190424C02975000,0.05,0.025,0,0.1,616,0.1631,0.0087,0.0014,1626,2975.000,SPXW190424P02975000,0,0,38.7,43,0,0,-1,0.0025,0
04/24/2019,SPXW190424C02980000,0.05,0.025,0,0.1,2377,0.1803,0.0079,0.0011,2504,2980.000,SPXW190424P02980000,0,0,43.7,48,0,0,-1,0.0022,0
04/24/2019,SPXW190424C02985000,0.05,0.025,0,0.1,330,0.1972,0.0072,0.001,322,2985.000,SPXW190424P02985000,0,0,48.7,53,0,0,-1,0.0019,0
04/24/2019,SPXW190424C02990000,0.03,0.005,0,0.05,290,0.1981,0.0038,0.0005,365,2990.000,SPXW190424P02990000,0,0,53.7,58,0,0,-1,0.0017,0
04/24/2019,SPXW190424C02995000,0.05,0.025,0,0.05,2,0.2126,0.0034,0.0005,37,2995.000,SPXW190424P02995000,0,0,58.7,63,0,0,-1,0.0015,0
04/24/2019,SPXW190424C03000000,0,0,0,0.05,0,0.2319,0.0036,0.0004,1860,3000.000,SPXW190424P03000000,0,0,63.7,68,0,0,-1,0.0013,1
04/24/2019,SPXW190424C03005000,0,0,0,0.05,0,0.247,0.0033,0.0004,322,3005.000,SPXW190424P03005000,0,0,68.7,73,0,0,-1,0.0012,0
04/24/2019,SPXW190424C03010000,0,0,0,0.05,0,0.2619,0.0031,0.0003,79,3010.000,SPXW190424P03010000,0,0,73.7,78,0,0,-1,0.0011,0
04/24/2019,SPXW190424C03015000,0.03,0.005,0,0.05,2,0.2767,0.0029,0.0003,3,3015.000,SPXW190424P03015000,0,0,78.7,82.9,0,0,-0.985,0.001,0
04/24/2019,SPXW190424C03020000,0,0,0,0.05,0,0.2914,0.0027,0.0003,16,3020.000,SPXW190424P03020000,0,0,83.7,87.9,0,0,-0.9856,0.0009,0
04/24/2019,SPXW190424C03025000,0,0,0,0.05,0,0.306,0.0026,0.0003,1040,3025.000,SPXW190424P03025000,0,0,88.7,92.9,0,0,-0.9862,0.0008,0
04/24/2019,SPXW190424C03030000,0,0,0,0.05,0,0.3205,0.0024,0.0002,2,3030.000,SPXW190424P03030000,0,0,93.7,97.9,0,0,-0.9867,0.0008,0
04/24/2019,SPXW190424C03035000,0,0,0,0.05,0,0.3352,0.0023,0.0002,0,3035.000,SPXW190424P03035000,0,0,98.7,102.9,0,0,-0.9872,0.0007,0
04/24/2019,SPXW190424C03040000,0,0,0,0.05,0,0.3491,0.0022,0.0002,4,3040.000,SPXW190424P03040000,0,0,103.7,107.9,0,0,-0.9876,0.0007,0
04/24/2019,SPXW190424C03045000,0,0,0,0.05,0,0.3632,0.0021,0.0002,0,3045.000,SPXW190424P03045000,0,0,108.7,112.9,0,0,-0.988,0.0006,0
04/24/2019,SPXW190424C03050000,0,0,0,0.05,0,0.3772,0.002,0.0002,155,3050.000,SPXW190424P03050000,0,0,113.7,117.9,0,0,-0.9884,0.0006,2
04/24/2019,SPXW190424C03060000,0,0,0,0.05,0,0.4097,0.002,0.0001,1550,3060.000,SPXW190424P03060000,0,0,123.7,127.9,0,0,-0.9891,0.0005,1
04/24/2019,SPXW190424C03070000,0.02,-0.005,0,0.05,6,0.4385,0.0019,0.0001,6,3070.000,SPXW190424P03070000,0,0,133.7,137.9,0,0,-0.9897,0.0005,0
04/24/2019,SPXW190424C03075000,0,0,0,0.05,0,0.4529,0.0019,0.0001,2,3075.000,SPXW190424P03075000,0,0,138.7,142.9,0,0,-0.99,0.0004,1
04/24/2019,SPXW190424C03080000,0,0,0,0.05,0,0.4671,0.0018,0.0001,240,3080.000,SPXW190424P03080000,0,0,143.7,147.9,0,0,-0.9902,0.0004,0
04/24/2019,SPXW190424C03090000,0,0,0,0.05,0,0.4955,0.0017,0.0001,1,3090.000,SPXW190424P03090000,0,0,153.7,157.9,0,0,-0.9906,0.0004,1
04/24/2019,SPXW190424C03100000,0,0,0,0.05,0,0.5236,0.0016,0.0001,67,3100.000,SPXW190424P03100000,0,0,163.7,167.9,0,0,-0.991,0.0004,0
04/24/2019,SPXW190424C03110000,0,0,0,0.05,0,0.5515,0.0016,0.0001,0,3110.000,SPXW190424P03110000,0,0,173.7,177.9,0,0,-0.9914,0.0003,0
04/24/2019,SPXW190424C03125000,0,0,0,0.05,0,0.593,0.0015,0.0001,18,3125.000,SPXW190424P03125000,0,0,188.7,192.9,0,0,-0.9919,0.0003,0
04/24/2019,SPXW190424C03150000,0,0,0,0.05,0,0.6611,0.0013,0.0001,250,3150.000,SPXW190424P03150000,0,0,213.7,217.9,0,0,-0.9926,0.0002,0
04/24/2019,SPXW190424C03175000,0,0,0,0.05,0,0.7281,0.0012,0.0001,35,3175.000,SPXW190424P03175000,0,0,238.7,242.9,0,0,-0.9931,0.0002,0
04/24/2019,SPXW190424C03200000,0,0,0,0.05,0,0.7939,0.0011,0,0,3200.000,SPXW190424P03200000,0,0,263.7,267.9,0,0,-0.9936,0.0002,0
04/24/2019,SPXW190424C03250000,0,0,0,0.05,0,0.9235,0.001,0,1,3250.000,SPXW190424P03250000,0,0,313.7,317.9,0,0,-0.9943,0.0001,1
04/24/2019,SPXW190424C03300000,0,0,0,0.05,0,1.0462,0.0008,0,0,3300.000,SPXW190424P03300000,0,0,363.7,367.9,0,0,-0.9949,0.0001,0
04/24/2019,SPXW190424C03400000,0,0,0,0.05,0,1.2783,0.0006,0,0,3400.000,SPXW190424P03400000,0,0,463.7,467.9,0,0,-0.9957,0.0001,0
04/26/2019,SPXW190426C00800000,0,0,2132.8,2136.2,0,6.0937,0.9976,0,2,800.000,SPXW190426P00800000,0,0,0,0.05,0,4.4422,-0.0001,0,0
